chip_id,decoder,sndr_db,snr_db,sfdr_db,thd_db,enob,dnl_min_lsb,dnl_max_lsb,inl_min_lsb,inl_max_lsb,missing_codes,saturation_fraction,code_rmse_to_oracle_affine_lsb,code_max_to_oracle_affine_lsb,code_gain_to_oracle,weight_rmse_gain_aligned_lsb,weight_max_gain_aligned_lsb
26,NOMINAL_SRM,52.627769497248806,75.32767859553296,55.1261693656424,-54.30216701235277,8.449795597549636,-1.0,4.002328119871457,-104.7903012816104,105.29099971757182,957,0.0184326171875,60.06119453766305,113.66675702068278,1.0003156865444918,24.99492309996382,82.37985712523732
26,CAL_CURRENT_SRM,95.0100495482732,96.52325887840193,108.32513964409388,-108.0435041513364,15.49004145320153,-1.0,0.9698782311471905,-1.286370433668018,1.2863704336680184,2,0.0,0.4602678000102853,1.4123602441250114,1.0153085875605574,0.1948363678750296,0.5343220301809026
26,CAL_ZERO_COMP_ERROR_SRM,94.38486513516209,95.87532505678821,111.62631743079125,-111.43550501361952,15.386190221787722,-0.5075455863279164,0.9698176546883346,-1.0959945067521173,1.0809033340962846,0,0.0,0.47920231538441244,1.591216527733195,1.0153293331847582,0.23013269029366482,0.53504226747296
26,ORACLE_SRM,97.17168930303993,97.48717890270784,122.9595193227294,-122.83963215955224,15.849117824425237,0.0,0.0,0.0,0.0,0,0.0,4.348309318354037e-12,7.275957614183426e-12,1.0000000000000002,0.0,0.0
27,NOMINAL_SRM,61.88436451009132,81.55512724551383,65.87267431061873,-64.65040349410516,9.98743596513145,-1.0,7.007575757575758,-50.439393939392566,50.44034090908958,948,0.02685546875,19.428798808877144,42.41711157597638,0.9998574145293501,11.391356044180025,29.197357978304353
27,CAL_CURRENT_SRM,95.42772651250272,96.62232817075343,112.47507794703894,-111.86822329010366,15.559423008721382,-0.5068284122987716,0.9726863508049133,-0.9024185549706262,0.8887617303730828,0,0.0,0.4425831858173603,1.3662585496567772,1.013850650449371,0.17779880263889908,0.5130450909611923
27,CAL_ZERO_COMP_ERROR_SRM,91.30901223216462,95.86123702784042,103.37217571955925,-103.68764741099427,14.87525120135625,-1.0,0.9777523460746167,-1.793865873197528,1.7827420462348365,14,0.0,0.6987543793934778,2.15635943684174,1.0112598208692127,0.32334442530301133,0.8830962800004158
27,ORACLE_SRM,97.08125462688804,97.29495312965321,123.39489994941196,-124.55395666332291,15.834095452971436,0.0,0.0,0.0,0.0,0,0.0,4.348309318354037e-12,7.275957614183426e-12,1.0000000000000002,0.0,0.0
28,NOMINAL_SRM,60.703129777090716,79.22712140616328,70.16303779872628,-74.02277850400621,9.791217570945303,-1.0,2.9967040009765924,-51.57570116275521,51.57487716299936,699,0.0,22.74943173123054,50.96638919040561,1.0010933389507473,9.668791837844726,27.951709319097972
28,CAL_CURRENT_SRM,95.07039257325306,96.32239669086509,112.40269865893522,-118.32290205967405,15.50006521150383,-1.0,0.962249179827573,-1.068665598535134,1.0497901884489205,4,0.0,0.45833580420328257,1.3624842006829567,1.0192471275310429,0.1945246595094517,0.5586476819064004
28,CAL_ZERO_COMP_ERROR_SRM,91.69526522005101,96.1206795149196,104.26335057981889,-103.48656155788586,14.939412827251,-1.0,0.9764856678543363,-1.6186054673491452,1.1127268843129527,5,0.0,0.639004689005648,1.9043665606686773,1.0119046318754428,0.2521645805609847,0.5647712434356436
28,ORACLE_SRM,97.20937128022156,97.61301009298393,124.01801739762077,-128.8046414012344,15.855377289073349,0.0,0.0,0.0,0.0,0,0.0,4.348309318354037e-12,7.275957614183426e-12,1.0000000000000002,0.0,0.0
29,NOMINAL_SRM,57.29924598253661,77.46122894204224,62.18952707215251,-60.33145938651308,9.225788369192129,-1.0,1.9992446726533357,-77.58308219335223,78.08270452967855,903,0.0,35.169852341448916,77.36282885593573,1.0003599647671908,15.697657695570504,46.07225145296252
29,CAL_CURRENT_SRM,95.3961088370336,96.24220384266992,117.70032554279533,-122.13378458883722,15.554170903161728,-1.0,0.9667958616901149,-0.8315530869472331,0.8149510177922907,2,0.0,0.44996224037483,1.3651628718580469,1.0168836937597905,0.2074554925433514,0.5808130618056921
29,CAL_ZERO_COMP_ERROR_SRM,92.08045148858653,95.51415502978645,102.68710651281275,-99.55777170028287,15.003397257240287,-1.0,1.4730674153874324,-1.7100436414685305,1.6992706076235053,23,0.0,0.5890233580257483,2.025020143340953,1.0108810052518735,0.23407071600623724,0.5500350307756889
29,ORACLE_SRM,97.19627869130423,97.64483426658919,122.88693429438872,-124.02094769522972,15.853202440415986,0.0,0.0,0.0,0.0,0,0.0,4.348309318354037e-12,7.275957614183426e-12,1.0000000000000002,0.0,0.0
30,NOMINAL_SRM,54.410065370006535,76.38236210055115,57.912746757651625,-55.93652177830373,8.745858034884808,-1.0,1.9993362274832336,-103.4852405984532,103.98490871219518,1254,0.0,49.88456411356052,86.06413915186022,0.9987992344312957,20.62073927178208,76.61219123240153
30,CAL_CURRENT_SRM,94.80065771874195,95.7581321852515,115.4939089748805,-114.24807133109829,15.455258757266105,-0.5038453321939758,1.4807733390301214,-1.111407818842127,1.1037171544541764,0,0.0,0.47363845700567453,1.4514035873071407,1.007741049595802,0.22059940251894067,0.6175697148237411
30,CAL_ZERO_COMP_ERROR_SRM,93.15609050415979,94.9474274625493,103.51355628229079,-101.68042539004104,15.182074834578039,-0.507209887846189,0.9711604486152436,-1.311970702677962,1.2975509269855854,0,0.0,0.5590407741709423,1.8250352272880264,1.014633099599,0.29936149847386545,0.8380350424544538
30,ORACLE_SRM,97.19544823286988,97.58577742648998,122.97453101372949,-123.9576333208801,15.853064490509947,0.0,0.0,0.0,0.0,0,0.0,4.348309318354037e-12,7.275957614183426e-12,1.0000000000000002,0.0,0.0
31,NOMINAL_SRM,56.91520894022499,77.52182337390953,61.23434616469968,-58.815269937598494,9.161994840568937,-1.0,3.502679593862127,-78.4622795633255,78.4628750286282,1502,0.0211181640625,37.389699813152596,75.75916586835578,0.9984877998470112,17.095312510104442,53.815918926622544
31,CAL_CURRENT_SRM,94.91670676277752,96.52596491457788,111.31399633093653,-110.27386047369131,15.4745360071059,-0.5115512558366649,0.9537949766533402,-0.9734183782464064,0.9503158665730763,0,0.0,0.4627543740026519,1.497854690893064,1.023648685379705,0.20184175449683492,0.4885734592097961
31,CAL_ZERO_COMP_ERROR_SRM,93.30191514340589,96.15940651239258,105.76079470566148,-104.61955212661076,15.206298196579052,-0.5091325246051728,0.9634699015793087,-1.4466010528724995,1.428336003662158,0,0.0,0.5497509636655535,1.785928796587541,1.018611721772151,0.22759120287713153,0.45564529631775486
31,ORACLE_SRM,97.12086068658472,97.36822277716412,123.11885909594281,-124.44403466188753,15.84067453265527,0.0,0.0,0.0,0.0,0,0.0,4.348309318354037e-12,7.275957614183426e-12,1.0000000000000002,0.0,0.0
32,NOMINAL_SRM,58.45805310024153,76.79040054919662,67.89658670537996,-70.30683936330159,9.418281245887298,-1.0,6.998535111545152,-60.88457899716178,60.884395886104926,822,0.0,28.46398223523102,54.89929707917645,1.000948027990979,11.05753209425648,34.56221800045205
32,CAL_CURRENT_SRM,94.71714359741864,96.31749268060561,111.52188809434733,-118.8192385116278,15.441385979637648,-1.0,0.9744865260780664,-1.0472426526688439,1.0344859157078772,1,0.0,0.4805440498819361,1.473948700720939,1.0129268477181324,0.21826299330938376,0.546166621508462
32,CAL_ZERO_COMP_ERROR_SRM,93.30605959766817,95.2337680325133,111.55991361539385,-109.93152157838936,15.206986644130925,-1.0,0.9857632239507435,-1.1870541470522977,1.627104807391532,1,0.0,0.5464075345349981,1.8705500950927672,1.0071673176679263,0.32330934397509364,0.8604462362701497
32,ORACLE_SRM,97.14517765536516,97.48312822261937,122.54392847009926,-125.0823252263916,15.84471389624006,0.0,0.0,0.0,0.0,0,0.0,4.348309318354037e-12,7.275957614183426e-12,1.0000000000000002,0.0,0.0
33,NOMINAL_SRM,51.87691964024263,72.65213598631138,56.252193230367446,-54.958045289593585,8.325069707681502,-1.0,3.0033904258649784,-131.22014096230677,131.72141237200537,2281,0.025390625,65.99370303935329,139.30519887922128,0.9987791595828036,27.160216434205317,83.50214918846177
33,CAL_CURRENT_SRM,94.05631887910017,95.73137684565799,108.7647665543459,-107.77258198123613,15.331614431744216,-0.5148241397726405,0.9407034409094379,-1.3884184023804076,1.3587701228351263,0,0.0,0.5100265819573564,1.64370491007503,1.0305654844172514,0.27284987893912654,0.736062605828181
33,CAL_ZERO_COMP_ERROR_SRM,93.43616114623599,95.72102769838288,106.99030607103506,-105.620881560014,15.228598197049168,-0.510635700552385,0.9574571977904598,-1.452528458510088,1.3674428540910062,0,0.0,0.5395742628609069,1.995424625925807,1.0217373736523625,0.22802639652015202,0.5460836660395785
33,ORACLE_SRM,97.11760407953618,97.35102820578604,123.04794020351025,-126.65862842503986,15.840133568029266,0.0,0.0,0.0,0.0,0,0.0,4.348309318354037e-12,7.275957614183426e-12,1.0000000000000002,0.0,0.0
