repeat,decoder,sndr_db,snr_db,sfdr_db,thd_db,enob,aligned_error_rmse_lsb,saturation_fraction
22,SELF_CAL_SRM_22_NOISY,93.90492746233448,95.15035751739552,106.2260906052326,-106.11097383322243,15.306466355869516,0.4149676248129995,0.0
23,ORACLE_NO_SRM_NOISY,90.517577749657,90.9292557203876,116.08845499120076,-115.38809767007803,14.743783679345016,0.6214008690722552,0.0
23,ORACLE_SRM_22_NOISY,95.93325204440009,96.21590682486244,123.18936657262688,-122.6227396319763,15.643397349568122,0.3330462952630463,0.0
23,ORACLE_SRM_EXPECTED_NOISY,96.8063457894216,97.80234204041221,122.51272710410133,-125.6968472657138,15.788429533126513,0.3012077516621533,0.0
23,SELF_CAL_NO_SRM_NOISY,89.69969734853836,90.44004581981356,104.82911169950823,-104.6743083983197,14.607923147597734,0.6735205751232822,0.0
23,SELF_CAL_SRM_22_NOISY,93.93223164494722,95.11376899134939,106.56235928158965,-106.4776674354246,15.311001934376616,0.4136777355060842,0.0
24,ORACLE_NO_SRM_NOISY,90.5737860279364,90.85889001178374,116.27597301764959,-115.93260062843505,14.753120602647243,0.6172701133932695,0.0
24,ORACLE_SRM_22_NOISY,95.90359672150377,96.04301266927655,121.78115407591058,-122.88316254520984,15.63847121619664,0.3342237124666966,0.0
24,ORACLE_SRM_EXPECTED_NOISY,96.75673106445123,97.74487655685091,121.23964255816291,-124.64864997419275,15.780187884460338,0.30303786973872454,0.0
24,SELF_CAL_NO_SRM_NOISY,89.66932087196338,90.49656412729209,104.80928858484577,-104.69130006920197,14.602877221256376,0.6757627680744578,0.0
24,SELF_CAL_SRM_22_NOISY,93.85574495174191,95.08050838910896,106.02452490402814,-105.85824636873839,15.298296503611613,0.4173431981433785,0.0
25,ORACLE_NO_SRM_NOISY,90.48728978300653,90.87446724856991,116.57438751449322,-114.85114408750962,14.738752455648926,0.6234599312001115,0.0
25,ORACLE_SRM_22_NOISY,95.83309627481523,96.10779231662906,121.9023349621417,-122.91759043181304,15.626760178540737,0.336906507501854,0.0
